query_id	doc_id		doc_score_b
23		805		1
23		807		1
23		825		1
23		827		1
23		828		1
23		829		1
23		830		1
23		844		1
23		845		1
23		863		1
23		865		1
23		876		1
23		879		1
23		886		1
23		893		1
23		894		1
23		896		1
23		900		1
23		901		1
23		906		1
23		907		1
23		922		1
23		924		1
23		925		1
23		927		1
23		928		1
23		929		1
23		932		1
23		933		1
23		939		1
23		941		1
23		946		1
23		956		1
23		967		1
23		968		1
23		970		1
23		971		1
23		974		1
23		979		1
23		982		1
23		985		1
23		991		1
23		993		1
23		1000		1
23		1002		1
23		1005		1
23		1008		1
23		1010		1
23		1015		1
23		1022		1
23		1035		1
23		1040		1
23		1043		1
23		1047		1
23		1057		1
23		1063		1
23		1065		1
23		1071		1
23		1080		1
23		1086		1
23		1087		1
23		1089		1
23		1091		1
23		1099		1
23		1108		1
23		1111		1
23		1114		1
23		1125		1
23		1128		1
23		1136		1
23		1141		1
23		1145		1
23		1158		1
23		1160		1
23		1170		1
23		1171		1
23		1184		1
23		1195		1
23		1200		1
23		1206		1
23		1209		1
23		1211		1
23		1213		1
23		1216		1
23		1219		1
23		1222		1
23		1230		1
23		1232		1
23		1236		1
23		1241		1
23		1246		1
23		1248		1
23		1251		1
23		1264		1
23		1268		1
23		1287		1
23		1288		1
23		1300		1
23		1301		1
23		1302		1
23		1305		1
23		1306		1
23		1311		1
23		1315		1
23		1324		1
23		1325		1
23		1328		1
23		1331		1
23		1337		1
23		1340		1
23		1343		1
23		1348		1
23		1349		1
23		1353		1
23		1354		1
23		1355		1
23		1369		1
23		1383		1
23		1392		1
23		1398		1
24		756		11
24		1034		11
24		51		10
24		640		9
24		837		9
24		12		8
24		47		8
24		1024		8
24		1313		8
24		1361		8
24		334		7
24		724		7
24		1242		7
24		46		6
24		92		6
24		993		6
24		83		5
24		100		5
24		163		5
24		168		5
24		275		5
24		395		5
24		723		5
24		781		5
24		845		5
24		859		5
24		1019		5
24		1025		5
24		1380		5
24		85		4
24		88		4
24		151		4
24		158		4
24		262		4
24		267		4
24		268		4
24		274		4
24		329		4
24		365		4
24		453		4
24		484		4
24		548		4
24		565		4
24		720		4
24		721		4
24		722		4
24		726		4
24		727		4
24		729		4
24		739		4
24		767		4
24		792		4
24		834		4
24		869		4
24		883		4
24		884		4
24		928		4
24		950		4
24		989		4
24		1012		4
24		1056		4
24		1094		4
24		1120		4
24		1170		4
24		1226		4
24		1321		4
24		1332		4
24		1371		4
24		29		3
24		32		3
24		75		3
24		102		3
24		109		3
24		128		3
24		133		3
24		169		3
24		184		3
24		189		3
24		212		3
24		280		3
24		292		3
24		338		3
24		344		3
24		366		3
24		374		3
24		433		3
24		439		3
24		446		3
24		497		3
24		511		3
24		520		3
24		546		3
24		552		3
24		566		3
24		572		3
24		583		3
24		595		3
24		614		3
24		625		3
24		650		3
24		654		3
24		701		3
24		725		3
24		786		3
24		798		3
24		805		3
24		833		3
24		899		3
24		902		3
24		968		3
24		981		3
24		1015		3
24		1020		3
24		1028		3
24		1041		3
24		1088		3
24		1092		3
24		1095		3
24		1172		3
24		1199		3
24		1207		3
24		1246		3
24		1300		3
24		1317		3
24		1335		3
24		1362		3
24		1363		3
24		13		2
24		22		2
24		30		2
24		33		2
24		53		2
24		55		2
24		62		2
24		77		2
24		78		2
24		81		2
24		82		2
24		84		2
24		89		2
24		95		2
24		110		2
24		123		2
24		132		2
24		156		2
24		157		2
24		162		2
24		164		2
24		171		2
24		172		2
24		173		2
24		182		2
24		185		2
24		195		2
24		199		2
24		202		2
24		216		2
24		220		2
24		228		2
24		244		2
24		253		2
24		266		2
24		299		2
24		332		2
24		340		2
24		373		2
24		391		2
24		399		2
24		416		2
24		417		2
24		427		2
24		435		2
24		441		2
24		448		2
24		449		2
24		493		2
24		500		2
24		517		2
24		518		2
24		522		2
24		562		2
24		563		2
24		580		2
24		585		2
24		589		2
24		593		2
24		599		2
24		600		2
24		606		2
24		612		2
24		613		2
24		624		2
24		628		2
24		637		2
24		651		2
24		653		2
24		662		2
24		675		2
24		683		2
24		697		2
24		704		2
24		738		2
24		762		2
24		766		2
24		773		2
24		783		2
24		796		2
24		799		2
24		801		2
24		802		2
24		816		2
24		822		2
24		824		2
24		826		2
24		827		2
24		835		2
24		840		2
24		846		2
24		860		2
24		862		2
24		865		2
24		866		2
24		870		2
24		874		2
24		876		2
24		893		2
24		894		2
24		896		2
24		908		2
24		909		2
24		911		2
24		930		2
24		946		2
24		948		2
24		951		2
24		975		2
24		985		2
24		991		2
24		1013		2
24		1016		2
24		1017		2
24		1022		2
24		1023		2
24		1032		2
24		1035		2
24		1051		2
24		1059		2
24		1087		2
24		1091		2
24		1113		2
24		1117		2
24		1131		2
24		1136		2
24		1143		2
24		1148		2
24		1149		2
24		1154		2
24		1155		2
24		1156		2
24		1169		2
24		1175		2
24		1177		2
24		1188		2
24		1195		2
24		1202		2
24		1204		2
24		1211		2
24		1217		2
24		1239		2
24		1244		2
24		1248		2
24		1252		2
24		1258		2
24		1261		2
24		1263		2
24		1268		2
24		1273		2
24		1278		2
24		1295		2
24		1297		2
24		1309		2
24		1320		2
24		1334		2
24		1342		2
24		1364		2
24		1388		2
24		5		1
24		6		1
24		11		1
24		14		1
24		16		1
24		19		1
24		23		1
24		24		1
24		25		1
24		26		1
24		31		1
24		34		1
24		39		1
24		45		1
24		57		1
24		58		1
24		59		1
24		63		1
24		66		1
24		69		1
24		71		1
24		76		1
24		80		1
24		91		1
24		97		1
24		101		1
24		113		1
24		115		1
24		120		1
24		121		1
24		134		1
24		142		1
24		143		1
24		148		1
24		149		1
24		155		1
24		166		1
24		177		1
24		178		1
24		180		1
24		186		1
24		187		1
24		205		1
24		211		1
24		213		1
24		215		1
24		237		1
24		238		1
24		247		1
24		249		1
24		255		1
24		259		1
24		263		1
24		265		1
24		270		1
24		276		1
24		277		1
24		284		1
24		291		1
24		296		1
24		301		1
24		311		1
24		314		1
24		315		1
24		316		1
24		325		1
24		333		1
24		337		1
24		341		1
24		343		1
24		346		1
24		347		1
24		349		1
24		352		1
24		354		1
24		364		1
24		368		1
24		369		1
24		379		1
24		381		1
24		401		1
24		404		1
24		406		1
24		423		1
24		434		1
24		436		1
24		440		1
24		452		1
24		456		1
24		458		1
24		464		1
24		466		1
24		467		1
24		472		1
24		480		1
24		485		1
24		486		1
24		504		1
24		509		1
24		514		1
24		515		1
24		519		1
24		529		1
24		530		1
24		537		1
24		540		1
24		541		1
24		542		1
24		544		1
24		556		1
24		561		1
24		576		1
24		577		1
24		581		1
24		582		1
24		586		1
24		587		1
24		590		1
24		596		1
24		603		1
24		604		1
24		605		1
24		610		1
24		615		1
24		616		1
24		620		1
24		621		1
24		623		1
24		636		1
24		638		1
24		641		1
24		642		1
24		645		1
24		649		1
24		657		1
24		658		1
24		661		1
24		665		1
24		672		1
24		677		1
24		686		1
24		687		1
24		688		1
24		689		1
24		695		1
24		696		1
24		699		1
24		707		1
24		712		1
24		717		1
24		728		1
24		734		1
24		737		1
24		740		1
24		743		1
24		746		1
24		747		1
24		749		1
24		753		1
24		754		1
24		757		1
24		759		1
24		784		1
24		785		1
24		787		1
24		788		1
24		789		1
24		794		1
24		795		1
24		800		1
24		803		1
24		809		1
24		811		1
24		812		1
24		813		1
24		823		1
24		825		1
24		829		1
24		836		1
24		843		1
24		849		1
24		856		1
24		858		1
24		863		1
24		867		1
24		868		1
24		871		1
24		873		1
24		875		1
24		877		1
24		886		1
24		888		1
24		889		1
24		892		1
24		897		1
24		912		1
24		914		1
24		917		1
24		922		1
24		924		1
24		925		1
24		929		1
24		942		1
24		943		1
24		952		1
24		953		1
24		962		1
24		966		1
24		967		1
24		971		1
24		976		1
24		979		1
24		980		1
24		986		1
24		988		1
24		990		1
24		992		1
24		997		1
24		1000		1
24		1001		1
24		1003		1
24		1018		1
24		1021		1
24		1026		1
24		1039		1
24		1040		1
24		1046		1
24		1049		1
24		1053		1
24		1061		1
24		1062		1
24		1064		1
24		1068		1
24		1072		1
24		1075		1
24		1090		1
24		1093		1
24		1097		1
24		1103		1
24		1112		1
24		1114		1
24		1115		1
24		1119		1
24		1121		1
24		1122		1
24		1124		1
24		1128		1
24		1130		1
24		1134		1
24		1137		1
24		1138		1
24		1141		1
24		1144		1
24		1147		1
24		1153		1
24		1159		1
24		1161		1
24		1167		1
24		1174		1
24		1186		1
24		1187		1
24		1190		1
24		1191		1
24		1194		1
24		1198		1
24		1200		1
24		1205		1
24		1206		1
24		1209		1
24		1210		1
24		1216		1
24		1223		1
24		1224		1
24		1232		1
24		1241		1
24		1243		1
24		1245		1
24		1250		1
24		1251		1
24		1256		1
24		1260		1
24		1262		1
24		1264		1
24		1271		1
24		1275		1
24		1277		1
24		1281		1
24		1293		1
24		1294		1
24		1298		1
24		1303		1
24		1307		1
24		1311		1
24		1316		1
24		1322		1
24		1325		1
24		1327		1
24		1329		1
24		1331		1
24		1336		1
24		1345		1
24		1347		1
24		1349		1
24		1350		1
24		1356		1
24		1359		1
24		1360		1
24		1365		1
24		1373		1
24		1378		1
24		1381		1
24		1382		1
24		1387		1
24		1391		1
24		1392		1
24		1393		1
25		277		24
25		216		22
25		798		22
25		97		21
25		1195		18
25		927		16
25		989		16
25		193		14
25		660		14
25		987		14
25		212		13
25		1222		13
25		160		12
25		170		12
25		213		12
25		214		12
25		310		12
25		427		12
25		124		11
25		134		11
25		187		11
25		188		11
25		439		11
25		540		11
25		572		11
25		986		11
25		990		11
25		89		10
25		118		10
25		121		10
25		179		10
25		222		10
25		373		10
25		404		10
25		426		10
25		455		10
25		576		10
25		1202		10
25		1271		10
25		278		9
25		306		9
25		332		9
25		352		9
25		363		9
25		395		9
25		487		9
25		569		9
25		574		9
25		625		9
25		651		9
25		757		9
25		775		9
25		921		9
25		1182		9
25		1245		9
25		1302		9
25		1313		9
25		25		8
25		37		8
25		84		8
25		131		8
25		189		8
25		211		8
25		270		8
25		371		8
25		375		8
25		379		8
25		472		8
25		511		8
25		588		8
25		657		8
25		662		8
25		984		8
25		998		8
25		1228		8
25		1239		8
25		1310		8
25		1321		8
25		1325		8
25		1391		8
25		18		7
25		33		7
25		34		7
25		49		7
25		94		7
25		148		7
25		186		7
25		206		7
25		240		7
25		257		7
25		266		7
25		305		7
25		329		7
25		341		7
25		345		7
25		452		7
25		466		7
25		494		7
25		541		7
25		626		7
25		767		7
25		979		7
25		1010		7
25		1072		7
25		1081		7
25		1108		7
25		1144		7
25		1181		7
25		1184		7
25		1199		7
25		1209		7
25		1224		7
25		1356		7
25		2		6
25		7		6
25		23		6
25		39		6
25		45		6
25		63		6
25		133		6
25		146		6
25		167		6
25		172		6
25		221		6
25		227		6
25		236		6
25		242		6
25		300		6
25		304		6
25		309		6
25		388		6
25		401		6
25		409		6
25		410		6
25		428		6
25		433		6
25		456		6
25		464		6
25		491		6
25		498		6
25		526		6
25		529		6
25		579		6
25		658		6
25		667		6
25		675		6
25		683		6
25		772		6
25		797		6
25		814		6
25		820		6
25		872		6
25		873		6
25		903		6
25		941		6
25		988		6
25		993		6
25		997		6
25		1007		6
25		1074		6
25		1151		6
25		1180		6
25		1198		6
25		1272		6
25		1275		6
25		1295		6
25		1343		6
25		1364		6
25		1367		6
25		48		5
25		59		5
25		80		5
25		85		5
25		88		5
25		109		5
25		123		5
25		138		5
25		191		5
25		199		5
25		201		5
25		202		5
25		215		5
25		231		5
25		244		5
25		273		5
25		288		5
25		315		5
25		317		5
25		335		5
25		386		5
25		417		5
25		440		5
25		453		5
25		458		5
25		459		5
25		465		5
25		467		5
25		521		5
25		535		5
25		536		5
25		550		5
25		561		5
25		589		5
25		610		5
25		624		5
25		629		5
25		633		5
25		661		5
25		666		5
25		710		5
25		719		5
25		773		5
25		779		5
25		792		5
25		793		5
25		799		5
25		803		5
25		891		5
25		902		5
25		918		5
25		945		5
25		949		5
25		966		5
25		973		5
25		992		5
25		1039		5
25		1082		5
25		1106		5
25		1143		5
25		1187		5
25		1194		5
25		1203		5
25		1204		5
25		1212		5
25		1216		5
25		1235		5
25		1242		5
25		1248		5
25		1259		5
25		1273		5
25		1301		5
25		1309		5
25		1328		5
25		1354		5
25		1374		5
25		1375		5
25		1377		5
25		1393		5
25		11		4
25		14		4
25		17		4
25		28		4
25		38		4
25		60		4
25		105		4
25		110		4
25		128		4
25		135		4
25		173		4
25		174		4
25		183		4
25		196		4
25		197		4
25		217		4
25		225		4
25		243		4
25		248		4
25		268		4
25		283		4
25		294		4
25		299		4
25		308		4
25		318		4
25		319		4
25		328		4
25		360		4
25		364		4
25		370		4
25		377		4
25		391		4
25		420		4
25		430		4
25		443		4
25		468		4
25		500		4
25		522		4
25		525		4
25		544		4
25		556		4
25		557		4
25		562		4
25		563		4
25		570		4
25		571		4
25		575		4
25		583		4
25		592		4
25		601		4
25		602		4
25		653		4
25		656		4
25		663		4
25		665		4
25		669		4
25		680		4
25		682		4
25		696		4
25		706		4
25		774		4
25		794		4
25		802		4
25		869		4
25		900		4
25		901		4
25		917		4
25		922		4
25		933		4
25		959		4
25		967		4
25		969		4
25		970		4
25		975		4
25		985		4
25		994		4
25		1006		4
25		1040		4
25		1061		4
25		1075		4
25		1080		4
25		1083		4
25		1107		4
25		1110		4
25		1112		4
25		1139		4
25		1154		4
25		1165		4
25		1179		4
25		1200		4
25		1210		4
25		1220		4
25		1225		4
25		1229		4
25		1232		4
25		1233		4
25		1243		4
25		1253		4
25		1255		4
25		1267		4
25		1270		4
25		1274		4
25		1277		4
25		1280		4
25		1288		4
25		1306		4
25		1319		4
25		1320		4
25		1324		4
25		1329		4
25		1339		4
25		1371		4
25		1386		4
25		1390		4
25		1394		4
25		4		3
25		9		3
25		19		3
25		26		3
25		27		3
25		36		3
25		40		3
25		41		3
25		52		3
25		53		3
25		54		3
25		57		3
25		58		3
25		73		3
25		74		3
25		86		3
25		87		3
25		93		3
25		99		3
25		103		3
25		116		3
25		117		3
25		122		3
25		126		3
25		147		3
25		149		3
25		166		3
25		171		3
25		176		3
25		182		3
25		192		3
25		200		3
25		205		3
25		209		3
25		228		3
25		237		3
25		241		3
25		251		3
25		253		3
25		256		3
25		261		3
25		265		3
25		269		3
25		272		3
25		280		3
25		287		3
25		289		3
25		292		3
25		297		3
25		326		3
25		327		3
25		333		3
25		334		3
25		340		3
25		342		3
25		344		3
25		346		3
25		358		3
25		365		3
25		366		3
25		372		3
25		376		3
25		383		3
25		393		3
25		394		3
25		406		3
25		423		3
25		434		3
25		442		3
25		469		3
25		482		3
25		490		3
25		496		3
25		497		3
25		503		3
25		504		3
25		527		3
25		530		3
25		531		3
25		534		3
25		537		3
25		539		3
25		560		3
25		564		3
25		567		3
25		573		3
25		577		3
25		578		3
25		600		3
25		604		3
25		608		3
25		630		3
25		637		3
25		640		3
25		659		3
25		681		3
25		685		3
25		688		3
25		691		3
25		697		3
25		701		3
25		705		3
25		771		3
25		827		3
25		881		3
25		892		3
25		915		3
25		919		3
25		920		3
25		924		3
25		965		3
25		980		3
25		991		3
25		1009		3
25		1017		3
25		1021		3
25		1046		3
25		1051		3
25		1062		3
25		1084		3
25		1105		3
25		1119		3
25		1153		3
25		1189		3
25		1193		3
25		1196		3
25		1205		3
25		1207		3
25		1213		3
25		1227		3
25		1231		3
25		1238		3
25		1244		3
25		1246		3
25		1249		3
25		1261		3
25		1262		3
25		1264		3
25		1269		3
25		1281		3
25		1282		3
25		1289		3
25		1296		3
25		1297		3
25		1304		3
25		1323		3
25		1330		3
25		1351		3
25		1352		3
25		1353		3
25		1365		3
25		1366		3
25		1373		3
25		1		2
25		3		2
25		22		2
25		29		2
25		31		2
25		35		2
25		44		2
25		50		2
25		51		2
25		55		2
25		61		2
25		64		2
25		70		2
25		78		2
25		81		2
25		82		2
25		91		2
25		96		2
25		98		2
25		106		2
25		112		2
25		115		2
25		125		2
25		127		2
25		130		2
25		132		2
25		144		2
25		157		2
25		159		2
25		161		2
25		175		2
25		177		2
25		180		2
25		190		2
25		198		2
25		208		2
25		224		2
25		226		2
25		232		2
25		233		2
25		258		2
25		259		2
25		274		2
25		284		2
25		291		2
25		295		2
25		296		2
25		298		2
25		301		2
25		307		2
25		311		2
25		313		2
25		316		2
25		323		2
25		324		2
25		325		2
25		349		2
25		351		2
25		356		2
25		357		2
25		369		2
25		381		2
25		385		2
25		387		2
25		389		2
25		398		2
25		407		2
25		415		2
25		418		2
25		421		2
25		429		2
25		432		2
25		435		2
25		445		2
25		450		2
25		481		2
25		495		2
25		499		2
25		501		2
25		514		2
25		518		2
25		519		2
25		523		2
25		538		2
25		545		2
25		549		2
25		565		2
25		587		2
25		590		2
25		593		2
25		597		2
25		606		2
25		607		2
25		612		2
25		623		2
25		627		2
25		628		2
25		635		2
25		646		2
25		647		2
25		652		2
25		677		2
25		690		2
25		694		2
25		699		2
25		714		2
25		730		2
25		740		2
25		747		2
25		751		2
25		753		2
25		759		2
25		770		2
25		784		2
25		785		2
25		791		2
25		801		2
25		806		2
25		807		2
25		809		2
25		810		2
25		811		2
25		818		2
25		824		2
25		825		2
25		829		2
25		830		2
25		843		2
25		845		2
25		868		2
25		880		2
25		889		2
25		894		2
25		895		2
25		899		2
25		916		2
25		939		2
25		942		2
25		944		2
25		946		2
25		947		2
25		950		2
25		954		2
25		956		2
25		964		2
25		972		2
25		974		2
25		977		2
25		981		2
25		996		2
25		1003		2
25		1038		2
25		1073		2
25		1078		2
25		1093		2
25		1096		2
25		1104		2
25		1122		2
25		1142		2
25		1147		2
25		1148		2
25		1149		2
25		1157		2
25		1159		2
25		1160		2
25		1163		2
25		1167		2
25		1168		2
25		1183		2
25		1186		2
25		1190		2
25		1197		2
25		1211		2
25		1221		2
25		1223		2
25		1230		2
25		1234		2
25		1236		2
25		1237		2
25		1247		2
25		1250		2
25		1254		2
25		1256		2
25		1257		2
25		1258		2
25		1260		2
25		1266		2
25		1268		2
25		1278		2
25		1283		2
25		1284		2
25		1287		2
25		1300		2
25		1307		2
25		1315		2
25		1317		2
25		1326		2
25		1336		2
25		1337		2
25		1349		2
25		1370		2
25		1384		2
25		1395		2
25		1397		2
25		6		1
25		8		1
25		10		1
25		13		1
25		16		1
25		21		1
25		24		1
25		30		1
25		47		1
25		56		1
25		62		1
25		65		1
25		69		1
25		72		1
25		83		1
25		95		1
25		100		1
25		101		1
25		102		1
25		108		1
25		114		1
25		119		1
25		120		1
25		129		1
25		136		1
25		142		1
25		145		1
25		150		1
25		151		1
25		152		1
25		155		1
25		156		1
25		165		1
25		168		1
25		169		1
25		178		1
25		184		1
25		195		1
25		203		1
25		204		1
25		207		1
25		210		1
25		218		1
25		219		1
25		229		1
25		230		1
25		234		1
25		235		1
25		245		1
25		246		1
25		247		1
25		252		1
25		262		1
25		267		1
25		276		1
25		279		1
25		282		1
25		303		1
25		312		1
25		314		1
25		322		1
25		330		1
25		337		1
25		347		1
25		348		1
25		355		1
25		361		1
25		362		1
25		367		1
25		378		1
25		380		1
25		382		1
25		390		1
25		392		1
25		397		1
25		400		1
25		402		1
25		412		1
25		413		1
25		416		1
25		422		1
25		436		1
25		444		1
25		446		1
25		448		1
25		449		1
25		451		1
25		457		1
25		460		1
25		461		1
25		470		1
25		474		1
25		475		1
25		476		1
25		477		1
25		483		1
25		484		1
25		485		1
25		486		1
25		488		1
25		489		1
25		507		1
25		508		1
25		510		1
25		512		1
25		513		1
25		528		1
25		533		1
25		546		1
25		547		1
25		548		1
25		552		1
25		554		1
25		566		1
25		568		1
25		580		1
25		585		1
25		591		1
25		595		1
25		599		1
25		603		1
25		605		1
25		609		1
25		611		1
25		613		1
25		614		1
25		632		1
25		634		1
25		636		1
25		639		1
25		642		1
25		644		1
25		649		1
25		655		1
25		668		1
25		672		1
25		673		1
25		674		1
25		678		1
25		684		1
25		686		1
25		687		1
25		689		1
25		692		1
25		693		1
25		695		1
25		700		1
25		702		1
25		704		1
25		708		1
25		709		1
25		720		1
25		725		1
25		726		1
25		729		1
25		738		1
25		739		1
25		743		1
25		748		1
25		749		1
25		750		1
25		754		1
25		755		1
25		760		1
25		761		1
25		762		1
25		781		1
25		789		1
25		790		1
25		795		1
25		800		1
25		804		1
25		805		1
25		808		1
25		817		1
25		823		1
25		828		1
25		836		1
25		838		1
25		839		1
25		841		1
25		844		1
25		856		1
25		857		1
25		860		1
25		861		1
25		863		1
25		866		1
25		870		1
25		876		1
25		878		1
25		886		1
25		888		1
25		896		1
25		898		1
25		906		1
25		907		1
25		911		1
25		912		1
25		914		1
25		923		1
25		928		1
25		938		1
25		940		1
25		943		1
25		952		1
25		955		1
25		958		1
25		960		1
25		961		1
25		963		1
25		971		1
25		983		1
25		1002		1
25		1014		1
25		1015		1
25		1018		1
25		1023		1
25		1024		1
25		1025		1
25		1034		1
25		1041		1
25		1050		1
25		1052		1
25		1064		1
25		1068		1
25		1076		1
25		1077		1
25		1085		1
25		1086		1
25		1088		1
25		1092		1
25		1099		1
25		1114		1
25		1116		1
25		1117		1
25		1121		1
25		1124		1
25		1125		1
25		1127		1
25		1128		1
25		1130		1
25		1134		1
25		1136		1
25		1141		1
25		1145		1
25		1146		1
25		1156		1
25		1158		1
25		1161		1
25		1162		1
25		1164		1
25		1166		1
25		1188		1
25		1191		1
25		1192		1
25		1201		1
25		1206		1
25		1208		1
25		1240		1
25		1241		1
25		1251		1
25		1252		1
25		1263		1
25		1265		1
25		1279		1
25		1290		1
25		1294		1
25		1299		1
25		1303		1
25		1308		1
25		1311		1
25		1314		1
25		1316		1
25		1318		1
25		1322		1
25		1332		1
25		1334		1
25		1341		1
25		1346		1
25		1359		1
25		1361		1
25		1362		1
25		1368		1
25		1369		1
25		1372		1
25		1379		1
25		1380		1
25		1381		1
25		1382		1
25		1383		1
25		1385		1
25		1396		1
25		1400		1
26		72		31
26		798		31
26		1225		31
26		329		29
26		189		28
26		572		27
26		89		25
26		135		25
26		1107		25
26		9		24
26		272		24
26		364		24
26		375		24
26		458		24
26		996		24
26		2		23
26		306		23
26		310		23
26		569		23
26		1154		23
26		94		22
26		134		22
26		304		22
26		406		22
26		1182		22
26		1235		22
26		1325		22
26		160		21
26		562		21
26		899		21
26		959		21
26		1072		21
26		1149		21
26		1220		21
26		1278		21
26		1355		21
26		1383		21
26		24		20
26		96		20
26		192		20
26		240		20
26		348		20
26		459		20
26		611		20
26		1244		20
26		1364		20
26		133		19
26		145		19
26		305		19
26		309		19
26		344		19
26		629		19
26		1268		19
26		1281		19
26		1301		19
26		1302		19
26		1375		19
26		1386		19
26		307		18
26		308		18
26		315		18
26		661		18
26		1282		18
26		1382		18
26		4		17
26		62		17
26		148		17
26		155		17
26		257		17
26		334		17
26		366		17
26		660		17
26		1263		17
26		1370		17
26		23		16
26		97		16
26		207		16
26		244		16
26		255		16
26		363		16
26		377		16
26		547		16
26		560		16
26		568		16
26		662		16
26		1198		16
26		1200		16
26		1228		16
26		59		15
26		73		15
26		170		15
26		187		15
26		193		15
26		294		15
26		300		15
26		346		15
26		381		15
26		404		15
26		457		15
26		610		15
26		962		15
26		1184		15
26		1222		15
26		7		14
26		17		14
26		45		14
26		54		14
26		131		14
26		292		14
26		352		14
26		376		14
26		439		14
26		529		14
26		565		14
26		667		14
26		788		14
26		992		14
26		1119		14
26		1324		14
26		1351		14
26		1365		14
26		1366		14
26		1394		14
26		34		13
26		50		13
26		55		13
26		165		13
26		256		13
26		335		13
26		365		13
26		388		13
26		452		13
26		479		13
26		493		13
26		540		13
26		573		13
26		576		13
26		651		13
26		784		13
26		933		13
26		1109		13
26		1195		13
26		1205		13
26		1213		13
26		1241		13
26		1251		13
26		1321		13
26		25		12
26		80		12
26		84		12
26		188		12
26		191		12
26		209		12
26		328		12
26		342		12
26		460		12
26		484		12
26		504		12
26		525		12
26		526		12
26		563		12
26		636		12
26		671		12
26		927		12
26		977		12
26		1040		12
26		1076		12
26		1175		12
26		1180		12
26		1309		12
26		1322		12
26		1356		12
26		1381		12
26		1398		12
26		16		11
26		179		11
26		180		11
26		206		11
26		260		11
26		326		11
26		332		11
26		345		11
26		349		11
26		379		11
26		393		11
26		417		11
26		527		11
26		571		11
26		606		11
26		625		11
26		646		11
26		664		11
26		666		11
26		710		11
26		730		11
26		732		11
26		737		11
26		775		11
26		872		11
26		912		11
26		1201		11
26		1209		11
26		1240		11
26		1245		11
26		1261		11
26		1274		11
26		1310		11
26		1319		11
26		1384		11
26		1391		11
26		21		10
26		37		10
26		49		10
26		53		10
26		61		10
26		105		10
26		115		10
26		117		10
26		222		10
26		261		10
26		266		10
26		270		10
26		325		10
26		327		10
26		383		10
26		461		10
26		481		10
26		487		10
26		564		10
26		570		10
26		686		10
26		696		10
26		734		10
26		766		10
26		820		10
26		934		10
26		941		10
26		943		10
26		966		10
26		979		10
26		990		10
26		1106		10
26		1226		10
26		1254		10
26		1260		10
26		1264		10
26		1323		10
26		1385		10
26		22		9
26		71		9
26		76		9
26		116		9
26		118		9
26		121		9
26		125		9
26		142		9
26		216		9
26		267		9
26		269		9
26		314		9
26		333		9
26		336		9
26		341		9
26		343		9
26		358		9
26		373		9
26		382		9
26		389		9
26		455		9
26		467		9
26		494		9
26		538		9
26		655		9
26		659		9
26		663		9
26		697		9
26		701		9
26		754		9
26		859		9
26		948		9
26		984		9
26		989		9
26		998		9
26		1039		9
26		1185		9
26		1199		9
26		1237		9
26		1300		9
26		1313		9
26		1343		9
26		1393		9
26		3		8
26		8		8
26		15		8
26		88		8
26		104		8
26		111		8
26		114		8
26		124		8
26		242		8
26		299		8
26		337		8
26		355		8
26		395		8
26		401		8
26		412		8
26		413		8
26		425		8
26		435		8
26		454		8
26		456		8
26		475		8
26		528		8
26		535		8
26		574		8
26		644		8
26		733		8
26		736		8
26		757		8
26		773		8
26		794		8
26		826		8
26		967		8
26		970		8
26		980		8
26		987		8
26		1047		8
26		1056		8
26		1100		8
26		1155		8
26		1212		8
26		1250		8
26		1275		8
26		1304		8
26		1307		8
26		1354		8
26		1371		8
26		1372		8
26		18		7
26		63		7
26		81		7
26		98		7
26		150		7
26		168		7
26		201		7
26		268		7
26		318		7
26		370		7
26		386		7
26		391		7
26		424		7
26		427		7
26		477		7
26		489		7
26		495		7
26		522		7
26		536		7
26		541		7
26		550		7
26		601		7
26		623		7
26		630		7
26		685		7
26		694		7
26		721		7
26		731		7
26		771		7
26		789		7
26		803		7
26		861		7
26		894		7
26		921		7
26		946		7
26		961		7
26		965		7
26		972		7
26		982		7
26		1010		7
26		1055		7
26		1104		7
26		1181		7
26		1190		7
26		1192		7
26		1214		7
26		1239		7
26		1248		7
26		1292		7
26		1320		7
26		1363		7
26		1392		7
26		13		6
26		33		6
26		39		6
26		48		6
26		74		6
26		91		6
26		101		6
26		107		6
26		126		6
26		128		6
26		140		6
26		163		6
26		186		6
26		205		6
26		225		6
26		236		6
26		241		6
26		254		6
26		273		6
26		277		6
26		278		6
26		347		6
26		350		6
26		369		6
26		428		6
26		440		6
26		464		6
26		472		6
26		474		6
26		498		6
26		537		6
26		539		6
26		554		6
26		555		6
26		579		6
26		604		6
26		626		6
26		627		6
26		641		6
26		648		6
26		657		6
26		665		6
26		675		6
26		680		6
26		683		6
26		689		6
26		692		6
26		702		6
26		770		6
26		777		6
26		786		6
26		792		6
26		797		6
26		863		6
26		900		6
26		901		6
26		928		6
26		944		6
26		974		6
26		975		6
26		985		6
26		1074		6
26		1080		6
26		1081		6
26		1082		6
26		1108		6
26		1144		6
26		1165		6
26		1187		6
26		1193		6
26		1216		6
26		1224		6
26		1259		6
26		1273		6
26		1353		6
26		1373		6
26		27		5
26		28		5
26		29		5
26		40		5
26		43		5
26		47		5
26		52		5
26		70		5
26		86		5
26		87		5
26		109		5
26		110		5
26		112		5
26		122		5
26		123		5
26		144		5
26		149		5
26		167		5
26		173		5
26		198		5
26		199		5
